gene_id,WTCMA,WTCMB,WTCMC,WTCM1,WTCM2,WTCM3,WTMA,WTMC,WTM1,WTM2,WTM3,KOCMA,KOCMB,KOCMC,KOCM1,KOCM2,KOCM3,KOMA,KOMB,KOM1,KOM2
VNG_RS11720,0,8,10,2,1,1,3,1,2,1,17,4,1,11,1,1,2,4,2,11,1
VNG_RS11725,127,149,183,27,35,34,182,96,101,37,417,157,92,209,17,40,23,512,128,298,19
VNG_RS11730,92,135,93,6,8,7,171,73,9,2,71,101,96,124,1,2,7,189,67,46,6
VNG_RS11735,1,4,0,0,0,1,1,0,1,1,13,7,4,5,0,2,0,17,0,1,0
VNG_RS11745,63,63,59,18,18,21,43,18,27,11,77,110,93,89,11,20,17,51,22,45,5
VNG_RS11755,144,157,187,15,11,12,157,109,29,13,120,211,132,202,8,12,20,416,230,98,11
VNG_RS11760,166,247,262,46,63,78,175,108,79,29,356,226,164,371,32,51,43,399,160,207,36
VNG_RS11765,925,1210,1050,219,233,254,1258,906,519,226,2029,1189,909,1519,137,158,176,2618,1010,1347,136
VNG_RS11770,153,203,119,32,27,52,117,73,52,20,283,129,138,329,26,28,19,276,113,128,13
VNG_RS11775,1018,1382,1150,191,270,289,1106,629,356,191,1931,1288,1059,2020,151,178,165,2038,721,1048,57
VNG_RS11785,599,790,859,148,244,289,804,479,337,166,1823,968,650,1312,151,214,165,1448,584,1003,75
VNG_RS11800,5857,11460,5784,1214,1328,2093,7652,3826,2327,1144,25740,2431,2408,4157,290,513,303,5058,1817,1782,200
VNG_RS11805,279,573,273,72,58,109,277,150,91,63,929,201,167,402,18,57,29,283,124,164,11
VNG_RS11810,359,347,621,80,115,120,308,296,148,75,582,550,281,671,71,198,92,686,241,415,60
VNG_RS11815,31,44,21,6,7,9,41,40,10,13,95,37,43,72,9,6,5,105,21,37,4
VNG_RS11830,1814,3125,1860,417,498,822,1931,1051,803,349,4209,1834,2128,3638,301,543,296,3139,1569,2007,236
VNG_RS11835,217,291,374,62,78,95,246,189,111,36,604,227,201,394,54,88,45,554,259,275,42
VNG_RS11840,112,132,116,19,26,33,146,106,44,28,179,106,74,183,10,36,18,316,97,95,8
VNG_RS11845,252,253,301,55,92,52,180,154,116,43,248,341,261,460,49,79,56,387,151,261,18
VNG_RS11850,110,205,80,28,20,47,93,58,24,15,272,128,80,212,14,38,27,230,91,135,5
VNG_RS11855,77,90,113,18,22,41,85,47,33,12,180,107,81,117,15,36,18,110,53,89,18
VNG_RS11860,141,195,169,34,62,47,137,81,61,26,236,146,161,348,25,33,20,250,84,163,18
VNG_RS11865,164,245,215,23,48,51,132,108,49,30,284,189,186,349,35,47,37,352,123,190,25
VNG_RS11875,3030,6910,3479,738,1348,1563,4081,2442,2232,1140,6830,4087,4587,9031,720,1095,706,8126,2677,5802,433
VNG_RS11880,535,1249,658,142,219,316,682,449,387,174,1220,738,726,1377,168,206,112,1544,393,920,73
VNG_RS11885,372,438,458,91,156,117,265,183,112,76,416,481,388,715,94,128,70,504,214,392,27
VNG_RS11890,170,217,197,39,52,86,120,72,59,37,292,250,171,312,41,58,36,283,116,193,20
VNG_RS11895,104,100,93,13,19,22,72,66,18,15,87,142,81,174,14,26,12,138,75,38,12
VNG_RS11900,165,215,150,34,39,42,184,76,63,33,253,164,152,308,22,38,25,350,124,148,17
VNG_RS11910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS11915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS11920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS11925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS11930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS11935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS11940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS11950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS11955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS11960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS11965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS11970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS11975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS11980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS11985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS11990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS11995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12740,1505,2183,2078,360,520,548,1355,909,615,401,2578,1711,1309,2776,272,582,239,2531,1208,1501,196
VNG_RS12745,848,530,505,187,140,219,695,297,249,88,1455,571,343,692,64,163,101,905,331,408,78
VNG_RS12750,6663,7608,15623,811,619,1537,9079,4152,1123,507,8745,9812,8277,16776,498,3854,736,9942,6999,2111,543
VNG_RS12755,1502,1357,1727,300,287,369,1675,885,462,207,2642,2011,1054,2044,170,462,295,3041,1328,1193,210
VNG_RS12760,317,616,410,68,91,130,295,315,126,82,762,439,467,1278,54,88,68,946,312,501,43
VNG_RS12765,1123,935,846,309,198,471,1414,610,664,208,4392,783,676,1228,124,349,158,1858,761,1307,191
VNG_RS12770,15,2,1,3,0,5,5,2,4,0,30,20,4,11,2,3,5,12,13,18,3
VNG_RS12775,37,0,0,8,0,2,11,0,1,0,28,31,35,56,4,4,3,52,41,27,2
VNG_RS12780,80,5,2,24,1,21,102,0,44,0,186,136,99,238,19,32,25,238,79,147,12
VNG_RS12790,252,4,1,73,0,78,296,5,152,0,555,443,256,498,82,74,67,828,248,524,35
VNG_RS12795,235,5,1,55,0,80,428,4,194,0,640,363,330,737,63,74,76,900,492,568,59
VNG_RS12800,381,11,12,145,0,78,505,5,198,0,697,720,490,834,96,114,137,1393,738,650,59
VNG_RS12805,211,5,3,60,1,92,267,4,112,0,485,428,405,719,57,77,52,656,236,386,42
VNG_RS12815,160,1,2,39,1,30,109,1,19,0,165,255,190,264,38,41,41,326,115,129,9
VNG_RS12825,108,39,21,18,3,30,69,9,29,1,98,147,151,211,17,24,24,121,52,64,5
VNG_RS12830,608,1262,899,126,191,152,916,646,318,172,1337,804,857,1619,106,159,164,2052,1018,1163,91
VNG_RS12835,385,563,441,91,176,96,324,231,139,85,526,508,464,1096,75,100,73,838,314,503,53
VNG_RS12840,120,222,169,29,28,46,126,100,58,40,211,186,195,343,41,34,24,252,124,185,16
VNG_RS12845,60,106,70,12,19,16,29,25,14,2,60,80,73,173,21,9,12,122,35,43,1
VNG_RS12850,79,96,127,16,29,15,66,35,34,17,67,117,100,285,21,21,22,169,59,70,9
VNG_RS12855,638,776,774,110,168,160,435,298,183,111,643,853,771,1570,129,167,132,1191,501,574,63
VNG_RS12865,731,1073,995,107,132,92,1172,858,179,143,713,1056,834,1779,81,95,128,2181,1072,522,57
VNG_RS12870,8,19,20,0,3,1,18,6,3,1,18,7,21,28,3,8,3,9,18,12,1
VNG_RS12875,3,7,3,1,1,3,10,4,4,4,14,1,0,1,0,2,0,0,0,0,1
VNG_RS12880,1131,3298,1120,248,308,460,1090,703,337,243,2338,22,18,14,1,288,2,19,12,5,105
VNG_RS12885,12,43,14,7,5,2,5,5,7,8,30,0,2,0,0,8,0,0,0,0,3
VNG_RS12890,6,14,9,1,3,3,5,8,0,2,5,0,0,0,0,3,0,0,0,0,0
VNG_RS12895,281,359,427,44,80,55,193,192,84,52,287,5,2,1,0,116,0,1,3,3,44
VNG_RS12900,380,448,544,67,141,126,235,224,124,89,423,3,2,2,0,123,0,1,1,2,45
VNG_RS12905,327,580,485,74,112,85,425,336,213,108,1017,6,5,7,0,80,1,3,1,1,51
VNG_RS12910,620,1035,858,110,149,86,700,525,235,158,895,10,7,7,1,117,0,11,8,3,70
VNG_RS12920,197,388,359,56,89,31,254,214,117,87,431,2,2,3,0,34,1,3,3,2,29
VNG_RS12925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS12990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13175,72,95,143,22,17,32,82,52,29,19,176,126,73,207,10,28,19,204,86,140,12
VNG_RS13180,3,4,4,0,1,2,0,0,3,2,5,8,2,15,1,0,0,27,5,2,0
VNG_RS13185,34,26,49,3,5,11,45,57,24,18,149,52,18,39,1,7,13,132,36,78,6
VNG_RS13190,80,116,95,18,22,27,86,57,40,21,287,111,54,129,14,24,31,231,89,110,24
VNG_RS13195,13,25,11,2,8,2,34,22,13,3,77,19,19,35,4,8,5,74,27,37,7
VNG_RS13205,1111,1062,1192,287,265,269,830,517,323,131,1078,1124,656,1171,146,271,204,1142,663,587,84
VNG_RS13210,425,394,456,140,128,127,335,214,152,45,553,420,282,380,71,113,100,525,238,293,47
VNG_RS13215,17,19,15,5,4,0,28,14,9,4,39,32,15,30,1,13,10,43,29,26,6
VNG_RS13220,1083,1055,1416,279,292,312,824,626,255,176,1256,1599,953,1861,204,370,287,1783,729,841,134
VNG_RS13225,1233,1454,2054,188,157,160,1071,944,173,111,898,2389,1201,2186,120,264,255,2638,1248,315,110
VNG_RS13245,57,60,115,23,26,18,56,34,29,18,96,97,47,129,10,23,19,128,49,65,7
VNG_RS13255,14,64,20,4,9,11,14,26,6,6,22,21,45,111,2,4,2,42,14,17,1
VNG_RS13265,613,715,1084,172,221,192,1104,880,374,207,1269,1013,538,762,147,244,228,1882,982,1123,139
VNG_RS13270,27,19,30,3,3,5,37,12,11,9,58,19,18,26,3,9,3,53,20,24,6
VNG_RS13280,8,21,13,1,5,3,23,13,3,1,12,8,9,29,2,4,6,34,6,9,2
VNG_RS13290,5,19,9,2,2,2,15,7,2,2,26,15,2,13,1,5,1,17,5,6,1
VNG_RS13295,272,269,425,60,85,86,191,162,80,37,350,313,175,299,33,79,79,322,112,166,27
VNG_RS13300,34,57,62,11,10,17,22,19,10,2,53,68,26,42,8,14,10,44,32,35,3
VNG_RS13310,215,346,319,49,68,82,344,283,98,64,626,361,188,464,38,76,51,771,364,397,64
VNG_RS13320,202,436,230,61,70,89,211,133,94,47,434,350,295,659,63,85,43,538,161,306,29
VNG_RS13325,2574,2713,1722,890,701,1130,1143,832,830,364,2881,3306,1453,1763,559,650,476,1806,677,1674,151
VNG_RS13335,26,41,21,6,4,2,28,21,13,3,19,33,11,32,3,18,3,55,21,23,3
VNG_RS13340,6,23,40,7,7,25,22,21,7,32,21,46,26,25,6,11,1,34,21,42,8
VNG_RS13345,2201,3093,2291,373,332,481,1837,1269,402,424,3229,2439,1398,3714,188,723,577,4736,1748,1727,232
VNG_RS13350,350,323,512,96,101,74,560,376,221,89,914,367,230,386,55,95,82,1150,498,525,79
VNG_RS13355,216,243,233,26,28,43,257,208,47,26,174,237,126,269,16,46,22,442,210,145,21
VNG_RS13360,69,71,76,7,11,26,109,79,17,19,122,77,69,115,9,16,9,260,82,72,4
VNG_RS13365,13,19,20,5,8,9,27,14,10,4,36,33,25,49,3,4,1,65,17,36,2
VNG_RS13370,233,237,439,42,50,34,315,272,52,44,249,435,196,442,31,83,62,572,329,147,33
VNG_RS13375,67,68,115,14,19,26,103,64,23,14,158,127,97,154,12,25,26,194,81,88,17
VNG_RS13385,107,142,179,14,22,19,204,133,21,14,174,158,92,139,10,24,12,465,123,70,11
VNG_RS13405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_RS13500,356,414,532,99,113,112,443,342,132,84,687,564,360,790,51,90,66,821,275,362,48
VNG_RS13520,6,26,9,4,0,3,17,4,2,1,19,27,13,25,0,5,1,29,7,10,1
VNG_RS13545,32,65,46,6,8,11,58,43,6,8,49,57,38,80,1,4,5,164,45,35,1
VNG_RS13550,87,102,74,16,8,16,66,52,18,8,128,74,52,149,8,23,11,159,60,43,4
VNG_RS13560,80,86,80,24,23,35,53,29,32,16,152,109,59,102,21,40,19,120,60,71,7
VNG_RS13565,293,416,381,70,118,84,380,281,144,98,661,412,327,594,72,100,44,693,208,447,34
VNG_RS13590,22,32,33,3,5,9,36,17,17,5,108,14,20,22,2,1,5,63,33,29,5
VNG_RS13595,737,842,1207,159,229,192,690,543,259,129,876,1030,846,1165,112,160,163,1115,570,627,62
