gene_id,WTCMA,WTCMB,WTCMC,WTCM1,WTCM2,WTCM3,WTMA,WTMC,WTM1,WTM2,WTM3,KOCMA,KOCMB,KOCMC,KOCM1,KOCM2,KOCM3,KOMA,KOMB,KOM1,KOM2
VNG_RS02665,1736,2832,2940,424,715,921,2467,1981,1497,709,5296,2682,2411,5910,519,699,422,5349,1782,3987,255
VNG_RS02670,718,1314,960,166,366,299,650,522,432,222,1150,952,862,2688,180,257,135,1461,462,968,56
VNG_RS02675,2948,4563,4465,719,1208,1095,3041,2159,1544,785,5004,4108,3413,8133,697,872,619,5640,1594,3613,267
VNG_RS02680,194,352,225,63,67,86,167,99,74,50,314,214,211,571,32,88,31,470,124,200,15
VNG_RS02685,7383,9340,11656,1781,2062,3200,4738,3372,1889,1028,7424,9558,8802,20884,1461,3783,1645,8954,3088,5590,677
VNG_RS02690,5298,8371,7772,1266,1881,2866,5503,3800,2808,1373,10564,6757,6157,14812,1120,2270,1238,11986,4071,8869,716
VNG_RS02695,4285,5040,6732,937,1452,1271,5330,3664,2128,1180,7646,6163,4164,8008,899,1231,921,8791,2694,5322,431
VNG_RS02700,496,713,729,92,146,123,361,317,151,82,603,659,540,1507,68,105,81,1075,305,484,37
VNG_RS02705,8433,9782,13426,1888,2577,2459,7319,5801,2861,1482,8862,11333,8521,16771,1632,2479,1717,12166,5243,7183,780
VNG_RS02710,7329,9445,10485,1819,2577,2808,5721,4783,3053,1422,9015,8949,7394,18866,1733,2457,1680,11043,4322,7352,724
VNG_RS02715,1254,1922,1554,329,414,434,1178,893,553,247,1472,1790,1399,3180,255,397,239,2180,558,1065,118
VNG_RS02720,94,166,166,32,45,45,207,175,117,39,366,159,162,365,33,76,32,395,186,315,26
VNG_RS02725,667,1037,1254,201,306,345,1145,914,740,311,1941,970,873,2287,201,331,186,2489,929,1686,189
VNG_RS02730,1129,2195,1928,258,546,542,2081,1564,1200,568,3134,1718,1788,4428,328,521,304,4309,1444,3161,188
VNG_RS02735,692,1112,1189,124,284,304,1111,817,590,278,1696,1011,879,2223,177,296,141,2173,845,1550,95
VNG_RS02740,516,848,614,97,162,224,565,367,279,131,867,558,540,1021,97,147,109,1116,248,753,55
VNG_RS02745,2828,4048,3687,614,1022,843,3094,2144,1346,694,3222,3637,2845,6755,426,845,491,7314,1956,4202,287
VNG_RS02750,1306,2380,1631,320,537,585,1626,1060,808,439,2975,1782,1574,3896,288,463,271,4108,1151,2552,157
VNG_RS02755,3101,3487,3405,583,701,891,1877,1485,669,447,3198,4091,2161,6158,435,1056,649,4169,1515,2358,217
VNG_RS02760,1970,2246,2364,442,464,638,2000,1561,659,469,4432,2468,1442,3131,341,618,418,5306,2296,2798,351
VNG_RS02765,512,721,645,90,153,178,858,515,289,168,1280,549,465,1211,88,173,107,1616,594,884,80
VNG_RS02770,315,650,489,82,119,192,1057,529,531,180,1842,445,472,1241,79,158,89,2078,712,1365,79
VNG_RS02775,347,471,630,92,112,106,394,305,138,75,582,510,373,724,82,100,92,973,237,474,43
VNG_RS02780,901,1820,1360,281,471,431,2522,1677,1444,650,3874,1360,1212,2547,260,338,271,5002,1384,3738,179
VNG_RS02785,1559,2548,2869,375,566,742,3200,2282,1679,704,5325,2398,2293,5321,392,639,483,6647,2244,4830,347
VNG_RS02790,740,857,1212,179,242,294,786,583,430,210,1283,1032,806,1615,196,248,178,1467,621,1205,83
VNG_RS02795,195,309,294,40,78,69,241,203,143,46,388,269,259,686,48,70,39,596,213,365,27
VNG_RS02805,481,2208,980,121,272,529,1968,1054,931,509,3297,942,1433,3242,112,293,121,4560,1252,2919,170
VNG_RS02810,1052,1362,1138,217,281,406,946,514,373,217,1529,1114,996,2347,173,298,193,2015,509,1055,101
VNG_RS02815,458,735,593,88,184,175,371,275,174,116,492,611,472,1263,82,135,80,836,246,417,27
VNG_RS02820,162,268,188,38,50,92,179,123,82,57,301,223,189,478,36,55,27,428,126,247,16
VNG_RS02825,901,1460,989,204,314,381,546,325,286,136,783,1179,1164,3193,199,338,157,1454,450,789,61
VNG_RS02830,606,1007,1076,142,254,271,715,568,420,211,1421,985,942,2331,186,199,145,1617,567,1155,71
VNG_RS02835,161,258,160,29,54,25,81,73,50,14,130,178,124,502,26,40,15,316,62,100,8
VNG_RS02840,893,1614,1303,230,352,526,1646,1065,843,385,3398,1123,1148,2461,220,310,180,3146,936,2442,161
VNG_RS02845,1932,2524,2043,396,489,641,1578,1084,570,330,2272,2239,1993,4144,337,432,305,3240,1079,1734,135
VNG_RS02850,8114,11043,8337,2304,2980,4244,2941,2199,1705,880,5527,10523,9981,20643,2013,3353,1602,6471,2643,4614,506
VNG_RS02855,844,1199,1136,223,242,390,490,384,227,104,837,1055,1006,1987,204,320,175,1022,447,671,78
VNG_RS02860,793,1200,926,119,221,183,831,506,283,112,807,1035,936,2579,108,135,117,1729,475,586,54
VNG_RS02865,276,441,287,49,83,112,210,138,92,58,332,287,260,608,37,63,32,557,103,307,22
VNG_RS02870,3399,5275,4602,726,1178,1361,2421,1834,1140,673,4177,4478,4154,9663,627,1079,602,5594,1535,3684,211
VNG_RS02875,287,458,333,81,110,142,252,171,117,79,468,351,280,770,65,94,65,478,122,339,28
VNG_RS02880,1972,3543,4147,477,688,979,5191,3724,1997,1156,9384,3945,3821,7357,571,920,599,21732,8052,12360,1046
VNG_RS02885,610,724,834,134,163,185,623,483,268,132,809,741,501,1050,119,168,141,1457,578,910,95
VNG_RS02890,1262,1680,2038,361,477,587,1577,1177,929,388,2467,1894,1345,2791,344,494,371,3031,1118,2512,192
VNG_RS02895,569,861,677,118,191,209,536,393,289,117,737,686,617,1490,89,146,98,1513,391,784,47
VNG_RS02900,623,1139,647,129,234,204,712,445,262,148,1284,777,631,2111,92,154,100,1819,474,830,47
VNG_RS02905,771,1209,916,199,243,355,474,360,238,115,722,953,771,1786,130,231,148,944,307,601,52
VNG_RS02910,2402,2753,2761,595,762,880,1698,1103,788,409,2454,2953,2111,5508,393,622,401,3374,1044,2220,117
VNG_RS02915,838,1202,1167,189,273,274,659,561,272,139,1014,1156,896,1938,143,242,173,1671,539,954,60
VNG_RS02920,1145,1547,2327,286,447,497,1418,1098,703,371,2362,1989,1307,3358,343,567,316,3248,741,2170,171
VNG_RS02925,719,1269,708,137,199,243,1201,793,486,168,2106,901,707,2059,104,173,118,2592,1016,1506,148
VNG_RS02930,139,223,206,31,39,40,520,342,211,64,908,165,159,600,20,54,36,1257,658,645,82
VNG_RS02935,268,374,430,49,80,92,1184,684,564,153,1586,379,359,1196,41,128,68,2838,1355,1764,189
VNG_RS02940,220,418,352,49,52,88,1904,811,860,200,2193,388,327,849,40,174,82,3377,1618,2145,301
VNG_RS02945,354,541,555,74,101,110,1233,678,506,202,1544,502,360,1064,68,166,70,2489,881,1597,148
VNG_RS02950,444,847,930,117,106,252,1851,1430,647,224,3684,742,563,1090,105,156,132,4199,2219,2606,255
VNG_RS02955,1515,2060,1992,351,529,512,1686,1106,703,368,2227,2176,1811,4297,294,482,352,2850,882,1518,146
VNG_RS02960,1453,2623,1351,370,631,678,1128,675,624,265,2005,1579,1530,4021,256,310,200,2270,733,1250,112
VNG_RS02965,1863,2295,1874,331,415,481,1438,1068,468,246,1662,1741,1618,3339,175,290,270,2629,965,987,127
VNG_RS02970,1527,1813,1708,295,446,454,1134,682,355,224,1451,1824,1278,2869,241,347,261,2081,566,1162,112
VNG_RS02975,1362,2099,1584,352,561,530,1061,688,540,267,1922,1721,1352,3393,297,425,246,2170,802,1217,106
VNG_RS02980,2799,3725,3678,621,937,891,1891,1502,942,544,3485,3191,2898,7312,580,754,512,4046,1646,2535,207
VNG_RS02985,2904,3791,3962,702,1064,1122,2162,1496,1252,519,3991,3402,2933,5682,621,808,538,3879,1359,2910,235
VNG_RS02990,1521,2046,1797,342,492,678,1191,842,545,325,2238,1722,1380,3068,286,431,282,2694,670,1704,165
VNG_RS02995,435,681,535,106,214,193,371,297,242,123,719,612,434,1150,93,166,74,950,246,646,66
VNG_RS03000,1254,1721,1818,311,402,512,1292,794,563,257,1682,1650,1415,3500,231,425,265,2301,757,1489,106
VNG_RS03005,1082,1313,977,86,38,44,632,451,25,21,155,1446,739,1581,40,31,33,1668,358,65,13
VNG_RS03010,575,944,1020,132,167,292,878,637,335,165,1567,824,763,1649,99,211,131,1747,610,1024,87
VNG_RS03015,465,490,462,81,131,98,301,275,132,53,534,430,276,1141,63,89,49,868,186,305,48
VNG_RS03020,1930,2059,2141,326,272,292,1645,1269,270,221,1687,2123,1090,4396,166,262,201,4251,1346,750,152
VNG_RS03025,905,1297,950,214,307,336,750,513,321,194,1641,1027,692,1809,164,275,176,1827,535,1020,85
VNG_RS03030,25840,29993,45673,6538,10166,9155,23958,17186,11367,6173,37134,38902,29160,60773,6742,9505,6932,43801,14161,28330,2398
VNG_RS03035,925,1388,1152,277,359,450,745,530,400,200,1436,1213,857,2136,200,296,224,1544,547,1175,107
VNG_RS03040,1282,2198,1976,272,354,482,3454,1997,1573,575,3504,1698,1969,4140,260,620,292,5645,2036,3254,281
VNG_RS03045,613,1081,838,150,212,210,482,409,192,128,683,840,625,1454,95,152,103,1231,379,506,49
VNG_RS03050,1033,1108,1091,270,289,281,693,510,291,159,1105,961,652,1682,167,233,203,1461,497,952,78
VNG_RS03060,1630,2473,1764,382,550,564,880,575,482,254,1283,1873,1744,3768,318,337,245,1271,509,767,63
VNG_RS03065,7778,9537,11482,1575,2543,2047,6957,4902,2732,1543,8107,10246,7582,18694,1376,1954,1307,12650,4165,6194,510
VNG_RS03070,629,1040,615,112,189,161,394,297,131,69,542,835,588,1918,110,76,73,1196,271,312,36
VNG_RS03075,830,1282,946,177,272,344,893,524,338,202,1552,954,777,1735,125,265,173,2101,555,1179,94
VNG_RS03080,12437,17659,18510,2553,3118,3304,12557,8544,3861,1948,13205,19908,13295,21302,1964,3657,2392,16971,6798,8000,913
VNG_RS03085,2339,3490,3593,564,840,886,2200,1881,980,489,3232,3790,2609,4778,637,905,542,3452,1455,1593,302
VNG_RS03090,8359,19891,10730,2453,4397,4687,5810,5534,4939,3172,14655,12602,14724,42881,2770,4166,1752,18308,6312,13532,739
VNG_RS03095,10871,13339,14528,2176,3106,3469,9713,6531,3505,2010,13585,15985,10354,16046,1900,3997,2763,13196,5772,7248,1013
VNG_RS03100,11,21,12,13,7,13,34,15,8,12,111,24,9,56,10,9,6,63,36,51,9
VNG_RS03105,3663,4710,8673,1010,1774,1494,5657,3982,3068,1294,7223,5269,4377,9216,987,1080,1019,6880,2548,5429,376
VNG_RS03110,1979,2349,4285,461,731,563,2662,1953,1146,624,3058,2588,2060,4541,426,539,495,3956,1320,2438,150
VNG_RS03115,2421,2845,2536,465,567,718,1295,946,459,294,1817,3197,2130,4940,361,777,404,3674,954,1774,188
VNG_RS03120,1493,3405,3130,400,607,1065,4683,3570,2755,1173,8829,2906,3354,6446,539,1082,726,11105,4096,9693,694
VNG_RS03125,1382,2799,2050,384,516,876,2854,1997,1664,726,6293,2023,2191,4946,365,673,381,6325,2222,5145,362
VNG_RS03130,291,838,431,82,142,204,609,522,372,168,1662,468,649,1258,120,126,82,1915,584,1459,60
VNG_RS03135,186,485,240,38,91,99,368,195,235,91,683,251,339,866,47,62,36,1090,271,775,23
VNG_RS03140,155,262,147,29,49,43,70,74,38,22,138,161,125,386,27,43,22,269,58,56,12
VNG_RS03145,5112,5916,7705,748,731,725,4650,3821,769,566,4739,7257,4106,9128,490,884,723,9923,3246,2203,400
VNG_RS03150,828,1057,1243,219,365,336,957,633,528,237,2050,1145,802,1754,205,238,240,2311,698,1666,113
VNG_RS03155,3911,4808,6484,804,1660,994,3811,2730,1685,949,5190,5300,3525,8154,768,976,770,5892,1808,3317,345
VNG_RS03160,1618,2395,1888,377,511,538,1218,856,502,278,1710,2140,1667,4040,271,495,274,2650,878,1586,122
VNG_RS03165,1457,2435,1659,307,442,559,1837,1154,790,349,2505,1650,1406,3977,211,394,255,4066,1149,2098,175
VNG_RS03170,20,98,58,7,8,15,108,59,53,19,232,46,48,99,6,10,10,175,49,129,6
VNG_RS03175,297,389,404,76,110,160,843,457,409,133,1504,406,398,714,74,122,79,1397,610,924,120
VNG_RS03180,256,438,316,60,101,107,470,277,246,74,871,323,317,674,42,94,43,866,311,582,46
VNG_RS03185,729,1350,891,198,238,426,625,473,285,219,1380,931,1066,2868,145,288,131,1590,474,1122,82
VNG_RS03190,2436,3974,3007,560,935,1257,1813,1305,820,404,2564,3608,3330,8087,550,1407,515,3953,1774,2418,332
VNG_RS03195,411,728,490,96,128,274,557,424,262,103,1149,549,675,1315,118,196,129,955,482,658,100
VNG_RS03200,245,414,384,61,76,169,359,275,222,96,737,382,425,889,65,115,70,799,322,584,57
VNG_RS03205,268,539,362,52,94,196,446,296,193,95,807,367,424,912,68,136,90,829,382,568,40
VNG_RS03210,9,13,5,2,3,3,7,10,4,2,21,3,13,17,1,0,1,26,7,9,4
VNG_RS03215,1505,2906,1673,268,417,631,1691,1111,714,356,2385,1606,1610,4370,237,341,249,3479,897,2084,163
VNG_RS03220,2804,4324,3543,660,1015,1056,3933,2565,2292,851,5141,3495,3474,9320,584,833,543,7119,2462,4631,319
VNG_RS03225,5025,6061,6620,1378,1845,2047,6507,4402,3618,1492,9933,6601,5118,12496,1206,1864,1303,11763,4149,8415,773
VNG_RS03230,172,189,172,40,51,49,112,79,50,23,142,273,192,488,40,54,36,317,91,165,23
VNG_RS03240,313,376,327,53,50,125,401,262,113,55,362,391,390,679,45,50,61,813,350,415,33
VNG_RS03245,29,25,24,9,11,15,24,23,10,6,49,32,30,89,4,9,4,93,20,48,2
VNG_RS03250,456,705,416,91,125,239,499,367,237,95,1171,444,475,925,53,121,78,929,293,668,54
VNG_RS03255,140,153,123,55,35,56,80,61,26,20,124,153,120,203,18,28,21,167,56,70,7
VNG_RS03265,92,115,86,17,19,30,95,42,26,19,148,101,102,213,18,29,7,185,54,113,12
VNG_RS03270,1039,1984,1706,253,380,513,1757,1339,701,397,2718,1573,1532,3813,230,444,317,3239,1026,1942,167
VNG_RS03275,542,768,772,114,135,189,744,499,248,145,918,670,555,1387,78,193,112,1349,362,810,76
VNG_RS03280,13,31,20,3,5,4,25,10,8,1,21,18,25,39,2,2,4,45,15,23,4
VNG_RS03290,139,194,167,20,32,30,115,98,38,19,175,192,113,404,20,33,30,418,136,96,18
VNG_RS03295,447,730,681,100,190,176,583,403,269,158,1017,735,615,1176,117,245,128,1381,512,812,79
VNG_RS03305,410,673,684,109,131,218,829,617,380,193,1356,638,496,1316,75,166,75,2010,640,1227,93
VNG_RS03310,571,843,630,163,190,285,410,264,212,110,874,592,597,1505,114,205,131,974,357,731,68
VNG_RS03315,671,1400,835,131,297,310,1106,794,595,258,2183,1017,1044,3278,132,190,146,3166,909,1330,79
VNG_RS03320,2677,3125,3433,680,889,989,2038,1477,948,450,3073,3346,2394,4936,565,803,529,3999,1400,2668,272
VNG_RS03325,5705,7109,8604,1113,1801,2095,5151,3735,2172,1115,7180,7470,6113,13831,1198,2027,1210,9471,3182,5629,590
VNG_RS03330,1007,1685,1760,297,505,627,1148,831,592,291,2468,1396,1420,2904,342,457,280,2056,808,1661,160
VNG_RS03335,246,302,378,37,78,93,259,185,98,65,345,300,244,559,51,77,53,647,266,360,31
VNG_RS03340,2580,3864,3646,640,884,1157,2135,1505,868,520,4392,3610,2632,6094,563,836,508,5014,1581,2799,233
VNG_RS03350,813,1366,881,188,285,339,569,352,335,173,1111,867,855,2305,173,220,114,1377,351,755,52
VNG_RS03355,1055,1665,1385,235,464,497,1373,989,820,374,2785,1352,1279,3207,216,375,193,3217,978,2303,142
VNG_RS03360,1846,2082,2050,519,613,735,1195,897,523,326,2521,2250,1353,2782,320,648,398,2184,911,1626,156
VNG_RS03370,294,495,280,81,115,121,246,166,97,53,460,263,285,753,53,95,33,755,221,329,22
VNG_RS03380,3472,5012,3887,733,1094,1292,2338,1604,1151,567,3897,3843,3394,8525,613,1112,581,4374,1550,2696,221
VNG_RS03385,1912,4229,2144,485,657,1050,1216,1010,719,413,2566,2409,2810,6729,416,635,319,2976,940,2016,107
VNG_RS03390,223,291,380,67,82,64,218,105,107,62,289,317,244,552,37,87,53,455,105,237,24
VNG_RS03395,122,109,149,13,26,30,127,64,51,16,167,112,102,216,20,40,33,260,104,124,12
VNG_RS03410,459,516,607,67,109,97,263,161,74,53,269,596,382,955,58,124,62,412,118,206,25
VNG_RS03415,1989,2419,2493,487,788,659,938,682,530,272,1280,2253,1648,3924,430,614,394,2033,696,1343,103
VNG_RS03420,390,467,432,99,117,104,240,165,102,47,245,490,389,1034,70,108,45,519,170,275,15
VNG_RS03425,911,2014,1564,222,449,423,496,549,244,134,300,1748,1634,4262,248,184,191,409,156,252,21
VNG_RS03430,908,1438,1376,207,311,413,971,746,450,219,1794,1138,1075,2190,162,349,214,1995,854,1258,117
VNG_RS03435,1300,1483,1232,261,337,289,1067,678,373,231,1715,1238,853,2032,172,258,199,1856,476,923,93
VNG_RS03445,2241,3060,2667,440,690,751,1649,1149,684,352,2614,2496,2182,5260,406,560,325,3597,972,1987,165
VNG_RS03450,332,690,411,94,134,172,300,193,172,63,645,386,444,892,68,114,61,664,222,440,40
VNG_RS03455,123,263,177,34,43,72,138,93,70,38,249,165,171,271,27,39,27,292,73,187,17
VNG_RS03460,4365,7795,6699,1208,1809,2639,6149,3901,3315,1447,16863,5034,5264,9520,936,1523,942,8318,3526,6354,539
VNG_RS03465,7991,12497,11898,2195,3233,4740,10087,6603,5642,2709,27329,9302,8280,15953,1813,2792,1697,14836,5369,11241,1116
VNG_RS03480,2863,4256,3420,786,1033,1404,2652,1937,1314,713,5495,3670,3306,6776,634,1010,659,5434,2023,3159,361
VNG_RS03485,9097,12229,12376,2102,3153,3120,7629,5272,3496,1882,12201,11193,9124,21334,1835,2838,1979,13797,4862,7939,732
VNG_RS03490,786,1229,801,212,302,286,544,381,312,132,893,800,699,1990,117,222,93,1261,349,732,53
VNG_RS03495,2412,3745,2921,576,864,857,1580,1150,816,434,2793,3036,2536,5831,480,732,410,3347,960,2081,140
VNG_RS03505,2526,4330,3864,669,1231,1180,3852,2119,2251,892,4122,3882,3254,6996,729,842,608,4143,1526,2988,229
VNG_RS03510,3342,5885,5384,921,1809,1841,5389,3286,3450,1359,6529,5365,4674,9445,1098,1297,996,5882,2200,5035,333
VNG_RS03515,4668,7337,7214,1234,2319,2524,6686,4305,4329,1790,8331,6923,5894,13330,1482,1819,1366,7398,2730,6087,463
VNG_RS03520,6761,11098,11579,1580,2682,3017,9209,6599,4413,2076,10325,11216,8997,20555,1642,2209,1682,11765,3590,6797,665
VNG_RS03525,5661,9253,7272,1389,1947,2178,4920,3739,2520,1278,8318,7680,7090,17082,1233,1776,1099,10846,3049,6457,464
VNG_RS03530,1808,2666,2377,459,640,768,2079,1364,934,521,4440,2647,1836,3794,348,705,383,4333,1750,2634,218
VNG_RS03535,1664,1916,1564,343,469,419,689,411,304,134,1111,1434,1228,2624,215,237,188,1366,433,675,68
VNG_RS03540,294,335,247,86,91,98,112,82,64,44,252,251,191,358,45,56,43,192,43,140,18
VNG_RS03545,276,465,362,68,93,120,274,288,113,64,656,411,273,703,99,97,69,714,175,397,44
VNG_RS03550,2847,4586,2796,528,962,1006,2674,1688,1321,680,3710,2942,3206,7520,505,524,393,5035,1678,2941,184
VNG_RS03555,950,1201,1290,213,297,318,1033,714,469,285,1721,1170,990,1843,191,251,183,2109,528,1329,97
VNG_RS03560,611,1054,1023,151,194,292,666,487,380,175,945,982,857,2389,122,252,142,1888,557,1129,65
VNG_RS03565,729,1269,986,170,313,375,1022,649,544,251,1675,831,803,2023,190,179,185,1803,533,1348,72
VNG_RS03570,446,528,449,119,115,104,470,348,215,87,728,503,345,607,63,113,96,965,370,564,35
VNG_RS03575,3,12,6,2,2,2,9,6,5,1,17,10,10,9,1,1,2,30,6,10,3
VNG_RS03580,517,694,1145,140,157,231,451,259,196,100,685,1032,706,1624,129,354,161,703,230,446,60
VNG_RS03585,2953,5776,3693,823,1257,1474,3594,2494,2401,1042,6884,3918,4240,10593,704,788,596,7123,2202,5126,265
VNG_RS03590,7171,10663,9505,1647,2404,2560,7885,4918,4347,1802,12050,9535,9421,22881,1716,1975,1338,13342,5076,8462,681
VNG_RS03595,5300,9977,9563,1247,2361,2378,8122,4788,5143,2064,13976,9815,9569,25000,1748,2690,1625,12993,3614,9073,613
VNG_RS03600,7260,11341,18533,1947,2970,3789,12494,7916,6805,3000,27399,16033,12462,22857,3114,4682,3183,17109,5508,13588,1429
VNG_RS03605,3148,4376,6223,622,755,781,3000,1934,1119,520,3419,4998,3932,9670,653,1363,777,5211,1572,2459,300
VNG_RS03610,657,908,668,112,186,157,662,464,266,80,841,803,609,1681,70,77,52,1330,437,501,31
VNG_RS03615,1997,2595,2522,458,658,636,1759,1246,960,382,2927,2110,1917,4516,355,396,289,3557,1053,2138,148
VNG_RS03620,663,1290,848,169,249,373,708,552,388,204,1408,1015,1068,2624,174,373,181,1916,699,1399,114
VNG_RS03625,2897,4142,4512,727,998,1226,3682,2694,1644,838,6937,4438,3834,7839,730,1130,823,8098,2898,5488,421
VNG_RS03630,592,1054,941,119,301,235,799,522,383,209,1275,910,943,2478,170,243,167,1984,680,1481,68
VNG_RS03635,2365,4208,3193,657,830,1528,1688,1269,869,436,3313,3595,3738,8194,565,1278,524,4219,1738,3089,302
VNG_RS03640,501,938,654,128,149,283,566,444,274,150,1424,643,575,1305,88,227,86,1501,496,933,136
VNG_RS03645,420,648,522,99,129,169,241,193,108,55,390,551,430,1074,83,105,69,524,159,359,24
VNG_RS03650,272,939,256,44,86,406,394,197,164,71,468,245,669,596,23,70,44,628,204,401,26
VNG_RS03655,162,266,157,37,75,45,170,151,79,39,357,200,134,284,18,34,23,414,132,279,19
VNG_RS03660,10270,15665,12618,2792,4004,5219,10200,7347,5648,2735,21674,13018,11160,19598,2507,2979,2202,19624,6520,14875,1215
VNG_RS03665,5146,8739,6794,1358,1986,2565,5934,4038,3030,1515,10801,6911,6253,10956,1241,1545,1179,11398,3316,8430,561
VNG_RS03670,2033,2307,2320,337,530,512,1883,1189,728,340,2709,2387,1707,5006,289,466,325,4547,1281,2211,182
VNG_RS03675,847,892,804,184,195,172,481,336,189,94,621,904,520,1263,117,178,130,1052,412,443,64
VNG_RS03680,360,488,548,103,121,174,456,312,197,110,989,470,298,673,57,91,85,754,266,483,48
VNG_RS03685,2927,4183,3781,665,988,1292,2976,2000,1344,649,5391,3638,3353,8913,557,1045,594,6641,1979,3858,403
VNG_RS03695,6249,7096,8915,1382,1853,1800,5738,3867,2331,1141,7820,8536,6193,14097,1252,1807,1300,10847,4185,5681,616
VNG_RS03700,1385,1584,2066,190,276,245,1231,1012,340,166,1252,1837,1301,3640,187,235,211,2658,950,836,58
VNG_RS03705,743,818,1273,195,252,204,713,562,253,141,1008,848,796,1768,130,186,158,1487,614,592,73
VNG_RS03710,1023,1111,1713,158,190,177,1127,870,284,141,1000,1317,956,2081,121,178,155,1944,742,558,78
VNG_RS03715,6560,7510,10841,874,1074,1133,7249,5236,1489,852,6608,8857,6915,17775,658,930,872,12719,5166,3491,424
VNG_RS03720,1745,2358,2956,375,519,475,2003,1432,641,335,2540,2745,2177,5540,310,429,283,4283,1543,1529,174
VNG_RS03725,5786,7106,12003,1190,1840,1757,6188,4691,2400,1272,8406,8542,6566,14354,1309,1777,1384,11043,3887,5735,601
VNG_RS03730,157,221,150,41,38,35,114,82,36,18,224,171,101,226,13,35,16,205,82,103,11
VNG_RS03735,7080,10056,11275,1688,2354,3577,7593,4774,3047,1580,15763,10494,7137,7969,1451,2123,1655,9011,3836,5760,666
VNG_RS03740,10154,13464,16171,2655,3533,4805,10038,7204,4637,2178,21347,13621,11047,16153,2257,3045,2002,13044,6153,8199,988
VNG_RS03745,6483,9199,10007,1830,2499,2863,6662,4266,3140,1418,11940,8970,6996,10138,1415,1838,1251,8360,3695,5425,517
VNG_RS03750,17194,22327,19083,2103,2539,3266,21962,14146,4828,2541,20315,20468,17403,41845,1510,2782,2407,41404,14011,12706,1290
VNG_RS03755,6536,7632,7667,1141,1528,1851,6801,4357,2212,1166,9638,8018,6066,12581,810,1495,1190,10990,4256,5318,526
VNG_RS03760,3710,4112,4983,978,1259,1385,2939,2008,1466,655,5832,4477,3049,5456,823,1288,852,5454,1629,4003,435
VNG_RS03765,3561,4685,5160,811,1120,1389,4169,2555,2124,952,6064,4373,3757,9359,742,1317,789,7033,2532,4358,439
VNG_RS03770,874,1128,1237,205,397,385,994,624,627,262,1476,1061,950,2468,206,286,202,1554,484,1211,98
VNG_RS03775,3665,4867,5469,839,1560,1601,4520,2780,2735,1058,6118,4715,4108,9391,994,1242,919,6910,2301,5244,358
VNG_RS03780,2481,3202,3642,607,898,860,2874,1914,1543,665,3891,3265,2555,6188,605,760,615,4725,1828,2830,304
VNG_RS03785,11577,15090,18536,2435,4014,3697,14673,9275,6137,2736,15692,15800,13571,28852,2371,3399,2478,20839,7179,11707,1017
VNG_RS03790,6157,7575,9400,1151,1919,1751,6905,4509,2772,1373,7493,7718,6865,17563,1172,1570,1157,11432,3719,5556,559
VNG_RS03795,1589,1382,2029,170,181,214,1846,1328,328,195,1216,2136,972,1972,108,168,190,2364,1050,567,98
VNG_RS03800,1912,2370,2710,406,502,548,3187,2249,1116,570,3978,2436,1926,4896,303,545,310,7432,2685,3295,355
VNG_RS03805,1755,2031,2463,398,479,578,1902,1467,711,429,3348,2177,1743,3931,325,616,418,4353,1611,2300,284
VNG_RS03810,188,266,231,37,53,49,193,133,83,33,344,214,230,673,24,47,21,574,187,275,9
VNG_RS03815,1055,1546,1571,222,366,383,733,573,335,204,1280,1330,1181,3053,210,359,186,1895,569,1221,95
VNG_RS03820,652,991,815,157,219,215,708,483,271,170,1006,868,585,1597,100,284,123,2126,557,847,106
VNG_RS03825,2329,2925,3033,630,778,1031,1681,1220,771,392,3271,2735,2205,3855,464,723,518,2911,1076,2117,240
VNG_RS03830,51,82,29,11,19,27,33,19,15,11,93,28,41,87,8,9,22,132,59,70,9
VNG_RS03835,247,291,309,41,38,56,243,208,37,34,440,259,238,472,24,73,46,551,212,210,30
VNG_RS03840,176,208,153,17,16,39,109,67,19,16,137,188,144,340,10,19,17,210,66,68,11
VNG_RS03845,99,183,115,16,14,33,84,59,20,14,100,115,112,160,6,13,17,181,69,47,7
VNG_RS03850,120,174,152,30,26,44,135,87,47,40,347,118,94,287,23,34,30,311,104,150,17
VNG_RS03855,533,1039,886,155,288,267,835,873,396,265,1414,727,797,1545,120,231,140,2067,745,1299,123
VNG_RS03860,289,548,381,55,109,120,502,477,206,143,618,370,446,788,54,143,53,1392,533,697,65
VNG_RS03865,118,131,186,12,18,24,109,98,14,9,91,182,127,145,7,21,20,208,93,64,18
VNG_RS03870,4648,4966,9028,1124,1470,897,4513,4611,1858,1118,4954,6850,5532,13151,916,843,805,10023,2632,5083,264
VNG_RS03875,4326,6384,7043,1062,1457,1325,4204,3877,2015,1213,6254,6482,6014,14554,940,1053,778,11677,3915,6163,378
VNG_RS03885,4894,7781,6411,1244,1501,2943,2201,1770,1027,607,4397,7200,7996,18980,1149,2758,1015,5796,2360,3662,475
VNG_RS03890,685,1113,831,151,232,211,941,610,369,201,1159,888,830,2151,106,198,106,2510,837,1365,110
VNG_RS03895,98,82,113,16,16,28,105,90,31,14,162,136,55,173,16,26,24,195,81,115,10
VNG_RS03900,165,239,179,39,35,33,155,105,53,33,226,224,172,334,20,31,16,381,120,118,6
VNG_RS03910,3236,5026,6913,809,1180,1347,3357,2982,1560,934,6010,5580,4437,10626,831,1672,923,8651,2946,5708,509
